referentiel,tgv_ref,cible_ref,cible_intitule,relation,justification
hipaa-nist-800-66,S08.04,164.310(a),6. Maintain Maintenance Records,recoupement_partiel,L'entretien approprié du matériel d'hébergement alimente la documentation des réparations et modifications liées à la sécurité des composantes physiques.
hipaa-nist-800-66,S09.01,164.310(b),3. Analyze Physical Surroundings for Physical Attributes,tgv_plus_etroit,"La politique du bureau propre et de l'écran vide limite la consultation d'informations sensibles par des personnes non autorisées, objectif de l'analyse de l'environnement physique."
hipaa-nist-800-66,S09.02,164.316(b),"1. Draft, Maintain, and Update Required Documentation",recoupement_partiel,La documentation des procédures d'exploitation communiquée aux personnes concernées alimente la documentation exigée des contrôles opérationnels et techniques.
hipaa-nist-800-66,S09.04,164.316(b),3. Ensure that Documentation is Available to Those Responsible for Implementation,recoupement_partiel,"Le guide d'installation et d'entretien couvrant accès, surveillance et sauvegardes constitue la documentation mise à disposition des personnes responsables de la mise en œuvre."
hipaa-nist-800-66,S09.05,164.308(a)(7),Implementation Specification (Required),recoupement_partiel,Le système de sauvegarde à l'abri des rançongiciels garantit le maintien de copies exactes et récupérables des données exigé par le plan de sauvegarde.
hipaa-nist-800-66,S09.06,164.308(a)(7),5. Data Backup Plan and Disaster Recovery Plan,equivalent,Les stratégies de sauvegarde permettant une récupération complète ou partielle des données (métadonnées incluses) couvrent et dépassent la spécification exigée d'établir des procédures de restauration de toute perte de données.
hipaa-nist-800-66,S09.06,164.308(a)(7),Implementation Specification (Required),tgv_plus_large,Les stratégies de sauvegarde permettant une récupération complète ou partielle des données (métadonnées incluses) couvrent et dépassent la spécification exigée d'établir des procédures de restauration de toute perte de données.
hipaa-nist-800-66,S09.07,164.308(a)(8),3. Conduct Evaluation,recoupement_partiel,Le processus documenté de gestion des changements permet de déterminer les changements opérationnels affectant la sécurité et de déclencher les évaluations correspondantes.
hipaa-nist-800-66,S09.09,164.308(a)(1),3. Implement a Risk Management Program,tgv_plus_etroit,Le plan de gestion continue des vulnérabilités fait partie du programme de gestion des risques visant à réduire les vulnérabilités à un niveau raisonnable et approprié.
hipaa-nist-800-66,S09.10,164.308(a)(1),Implementation Specification (Required),tgv_plus_etroit,L'application des correctifs de sécurité dans les meilleurs délais est une mesure de sécurité réduisant les risques et vulnérabilités au sens de 164.308(a)(1)(ii)(B).
hipaa-nist-800-66,S09.11,164.308(a)(1),1. Identify all ePHI and Relevant Information Systems,recoupement_partiel,La documentation de l'ensemble des composantes de l'application et de son environnement soutient l'identification des systèmes pertinents traitant les données.
hipaa-nist-800-66,S09.12,164.312(a),2. Identify Technical Access Control Capabilities,recoupement_partiel,L'absence de porte dérobée garantit que l'accès reste limité aux seuls chemins autorisés par les contrôles d'accès techniques octroyés.
hipaa-nist-800-66,S10.01,164.308(a)(5),Implementation Specification (Protection from Malicious Software),tgv_plus_etroit,La protection antivirus récente avec EDR sur tous les systèmes met en œuvre la protection contre les logiciels malveillants de 164.308(a)(5)(ii)(B).
hipaa-nist-800-66,S10.02,164.308(a)(5),Implementation Specification (Protection from Malicious Software),recoupement_partiel,Les mécanismes de gestion des exceptions et d'alertes de la solution de protection soutiennent la détection et le signalement des logiciels malveillants.
hipaa-nist-800-66,S10.04,164.312(b),5. Implement the Audit/System Activity Review Process,equivalent,"La journalisation identifiant l'acteur, les circonstances, le moment, la nature de l'activité et les informations concernées détermine concrètement les activités à consigner, objet de la définition de la portée des contrôles d'audit."
hipaa-nist-800-66,S10.04,164.312(b),1. Determine the Activities that Will Be Tracked or Audited,recoupement_partiel,"La journalisation identifiant l'acteur, les circonstances, le moment, la nature de l'activité et les informations concernées détermine concrètement les activités à consigner, objet de la définition de la portée des contrôles d'audit."
hipaa-nist-800-66,S10.05,164.312(b),2. Select the Tools that Will Be Deployed for Auditing and System Activity Reviews,recoupement_partiel,"Les fonctionnalités de filtrage, d'analyse et d'extraction des journaux constituent les outils déployés pour l'audit et la revue de l'activité des systèmes."
hipaa-nist-800-66,S10.06,164.308(a)(6),3. Develop and Implement Policy and Procedures to Respond to and Report Security Incidents,recoupement_partiel,Les fonctionnalités d'alerte signalant les comportements anormaux et incidents potentiels soutiennent l'identification des incidents de sécurité suspectés ou connus.
hipaa-nist-800-66,S10.07,164.308(a)(6),3. Develop and Implement Policy and Procedures to Respond to and Report Security Incidents,tgv_plus_etroit,Les systèmes de détection d'intrusion mettent en œuvre la capacité d'identifier les incidents de sécurité suspectés exigée par 164.308(a)(6)(ii).
hipaa-nist-800-66,S10.08,164.308(a)(1),7. Develop and Deploy the Information System Activity Review Process,recoupement_partiel,Le rôle d'auditeur permettant la consultation des rapports d'audit facilite la revue régulière des journaux d'audit et rapports d'accès.
hipaa-nist-800-66,S11.01,164.316(b),2. Retain Documentation for at Least Six Years,recoupement_partiel,La conservation des journaux selon le calendrier légal et réglementaire alimente l'exigence de rétention des enregistrements des actions et activités documentées.
hipaa-nist-800-66,S11.02,164.312(e)(1),2. Develop and Implement Transmission Security Policy and Procedures,recoupement_partiel,"La protection de toutes les communications entre composantes, incluant le soutien à distance, met en œuvre la politique et les procédures de sécurité des transmissions."
hipaa-nist-800-66,S11.03,164.312(a),2. Identify Technical Access Control Capabilities,tgv_plus_etroit,Le cloisonnement de l'environnement d'exécution correspond à la segmentation réseau explicitement citée comme capacité de contrôle d'accès technique.
hipaa-nist-800-66,S11.04,164.312(e)(1),2. Develop and Implement Transmission Security Policy and Procedures,recoupement_partiel,L'encadrement du courrier électronique traitant de l'information confidentielle alimente les procédures de sécurité des transmissions de données sensibles.
hipaa-nist-800-66,S11.05,164.308(a)(5),6. Implement Security Reminders,tgv_plus_etroit,Les campagnes continues de simulation d'hameçonnage constituent des rappels de sécurité périodiques au personnel exigés par 164.308(a)(5)(ii)(A).
hipaa-nist-800-66,S11.06,164.312(e)(1),2. Develop and Implement Transmission Security Policy and Procedures,tgv_plus_etroit,L'assurance d'une connectivité sécuritaire met en œuvre les mesures techniques de sécurité des transmissions sur les réseaux de communication.
hipaa-nist-800-66,S12.01,164.308(a)(5),Implementation Specification (Protection from Malicious Software),tgv_plus_large,"Les thèmes imposés (hameçonnage, rançongiciels, ingénierie sociale) recoupent le développement de contenus de formation sur les sujets actuels et pertinents."
hipaa-nist-800-66,S12.01,164.308(a)(5),"4. Develop Appropriate Awareness and Training Content, Materials, and Methods",recoupement_partiel,"Les thèmes imposés (hameçonnage, rançongiciels, ingénierie sociale) recoupent le développement de contenus de formation sur les sujets actuels et pertinents."
hipaa-nist-800-66,S12.06,164.308(a)(3),1. Implement Policies and Procedures for Authorization and/or Supervision,recoupement_partiel,La supervision du développement externalisé met en œuvre l'autorisation et la supervision des membres du personnel et contractants travaillant avec les données.
hipaa-nist-800-66,S13.01,164.308(a)(1),Implementation Specification (Required),tgv_plus_etroit,La prise en compte et la mise à jour des composantes tierces vulnérables constituent des mesures de sécurité réduisant les vulnérabilités au sens de 164.308(a)(1)(ii)(B).
hipaa-nist-800-66,S13.02,164.308(a)(1),4. Acquire IT Systems and Services,recoupement_partiel,"L'évaluation des menaces, risques et facteurs de vie privée pour tout fournisseur tiers alimente la prise en compte des risques introduits par les services tiers."
hipaa-nist-800-66,S13.03,164.308(b)(1),1. Identify Entities that are Business Associates Under the HIPAA Security Rule,tgv_plus_large,La liste exhaustive des fournisseurs avec la nature des services couvre et dépasse l'identification des entités qui sont des partenaires commerciaux ayant accès aux données.
hipaa-nist-800-66,S13.04,164.314(a),1. Contract Must Provide that Business Associates Will Comply with the Applicable Requirements of the Security Rule,recoupement_partiel,"Les exigences définies par fournisseur (sécurité, accès, incidents) alimentent les clauses contractuelles imposant aux partenaires des garanties administratives, physiques et techniques."
hipaa-nist-800-66,S13.05,164.308(b)(1),2. Establish a Process for Measuring Contract Performance and Terminating the Contract if Security Requirements Are Not Being Met,tgv_plus_etroit,Les processus de surveillance de la conformité des fournisseurs mettent en œuvre la mesure de la performance contractuelle des partenaires commerciaux.
hipaa-nist-800-66,S13.06,164.308(b)(1),3. Written Contract or Other Arrangement,recoupement_partiel,Les ententes contractuelles avec chaque fournisseur alimentent l'exigence de contrat écrit ou autre arrangement documentant les garanties satisfaisantes.
hipaa-nist-800-66,S13.06,164.314(a),2. Contract Must Provide that the Business Associates Enter into Contracts with Subcontractors to Ensure the Protection of ePHI,recoupement_partiel,"Du point de vue du partenaire commercial, les ententes contractuelles avec chacun de ses fournisseurs démontrent l'encadrement contractuel des sous-traitants ayant accès aux données exigé par 164.308(b)(2) et 164.314."
hipaa-nist-800-66,S14.01,164.308(b)(1),2. Establish a Process for Measuring Contract Performance and Terminating the Contract if Security Requirements Are Not Being Met,tgv_plus_etroit,L'évaluation régulière de la performance des fournisseurs met en œuvre les critères de mesure de la performance contractuelle.
hipaa-nist-800-66,S14.03,164.308(a)(6),3. Develop and Implement Policy and Procedures to Respond to and Report Security Incidents,recoupement_partiel,Le processus de gestion des incidents arrimé avec celui des clients alimente les politiques et procédures de réponse et de signalement des incidents de sécurité.
hipaa-nist-800-66,S14.04,164.314(a),3. Contract Must Provide that Business Associates will Report Security Incidents,equivalent,L'avertissement des clients de tout incident sur les données dans les meilleurs délais correspond à l'obligation du partenaire commercial de signaler les incidents de sécurité à l'entité couverte.
hipaa-nist-800-66,S15.01,164.314(a),3. Contract Must Provide that Business Associates will Report Security Incidents,recoupement_partiel,L'engagement à collaborer avec les clients pour la prise en charge des incidents soutient le maintien de lignes de communication claires entre entité couverte et partenaire.
hipaa-nist-800-66,S15.02,164.308(a)(1),7. Develop and Deploy the Information System Activity Review Process,recoupement_partiel,La surveillance de la solution (applicatif et données) selon la classification alimente la revue régulière de l'activité des systèmes d'information.
hipaa-nist-800-66,S15.03,164.308(a)(7),4. Develop Recovery Strategy,recoupement_partiel,Les mécanismes de plan de reprise mis en place ou arrimés alimentent l'élaboration de la stratégie de reprise couvrant tous les impacts identifiés.
hipaa-nist-800-66,S15.04,164.308(a)(7),6. Develop and Implement an Emergency Mode Operation Plan,recoupement_partiel,Le plan de continuité des activités de maintenance et d'exploitation soutient la poursuite des processus d'affaires critiques exigée par le plan de fonctionnement en mode urgence.
hipaa-nist-800-66,S15.05,164.308(a)(7),5. Data Backup Plan and Disaster Recovery Plan,recoupement_partiel,Le plan de recouvrement après sinistre couvrant les infrastructures alimente le volet reprise après sinistre du plan de sauvegarde et de restauration des données.
hipaa-nist-800-66,S16.01,164.308(a)(7),7. Testing and Revision Procedure,tgv_plus_etroit,Le test périodique du plan de reprise pour vérifier son efficacité met en œuvre la procédure de test et de révision périodiques des plans de contingence.
hipaa-nist-800-66,S16.02,164.308(a)(8),3. Conduct Evaluation,recoupement_partiel,La stratégie de validation de la conformité technique des composantes alimente l'évaluation technique périodique exigée par 164.308(a)(8).
hipaa-nist-800-66,S16.03,164.308(a)(8),3. Conduct Evaluation,tgv_plus_etroit,Le test d'intrusion administré par un prestataire indépendant constitue une forme d'évaluation technique périodique de la sécurité.
hitrust-csf-v11,I01,10.10,Implement single sign-on (SSO) where possible to reduce password fatigue,recoupement_partiel,"Le support d'un service d'authentification externe (LDAP/LDAPS) centralisé l'authentification et réduit la multiplication des mots de passe (objectif du SSO), sans constituer un SSO complet ni être entièrement couvert par lui; recouvrement partiel dans le domaine de l'authentification."
hitrust-csf-v11,P07.01,14.06,Monitor vendor compliance on an ongoing basis (not just at contract signing),recoupement_partiel,"P07.01 s'assure de la conformité des partenaires aux seules exigences de vie privée (PRP); 14.06 surveille en continu la conformité générale des fournisseurs. Recouvrement partiel sur la vérification de conformité des tiers, borné à la PRP cote P07.01 et sans garantie du caractère continu exigé par 14.06 (l'assurance pouvant être ponctuelle)."
hitrust-csf-v11,P09.03,11.02,Enforce the principle of least privilege across all accounts and systems,tgv_plus_etroit,P09.03 applique le principe de nécessité/moindre privilège aux seuls renseignements personnels; 11.02 vise tous les comptes et systèmes. Sous-ensemble par portée -> subset.
hitrust-csf-v11,P09.04,12.01,Enable audit logging on all in-scope systems and applications,tgv_plus_etroit,"P09.04 active la journalisation des seuls accès aux renseignements personnels, périmètre inclus dans la journalisation de tous les systèmes et applications de 12.01."
hitrust-csf-v11,P09.06,12.02,Collect logs centrally using a SIEM or log management platform,recoupement_partiel,"P09.06 rend les journaux d'accès aux RP exploitables par des outils de gestion, ce qui recoupe une plateforme de log management, mais sans exiger la centralisation en SIEM ni couvrir tous les logs; recouvrement partiel, d'où intersect (et non subset)."
hitrust-csf-v11,P09.08,11.06,Restrict administrative/root access to designated administrators only,tgv_plus_etroit,P09.08 (domaine vie privée) encadre les accès à privilèges élevés portant sur les renseignements personnels; 11.06 restreint l'accès administratif de manière générale. Instance plus étroite -> subset.
hitrust-csf-v11,P09.11,11.10,Document and approve all access to sensitive data and systems,tgv_plus_etroit,P09.11 vérifié l'autorisation de la personne demandant l'accès aux renseignements personnels (volet approbation); 11.10 exige de documenter ET d'approuver tout accès aux données/systèmes sensibles. Portée TGV plus étroite -> subset.
hitrust-csf-v11,P10.04,12.01,Enable audit logging on all in-scope systems and applications,tgv_plus_etroit,"P10.04 journalise l'activité sur les RP durant tout leur cycle de vie, sous-ensemble (données personnelles uniquement) de l'activation générale de journalisation de 12.01."
hitrust-csf-v11,S01.02,01.05,Conduct an annual risk assessment covering all in-scope systems and data,recoupement_partiel,"S01.02 (évaluations périodiques des risques ET vulnérabilités) recoupe l'évaluation annuelle des risques de 01.05, mais déborde sur les vulnérabilités et ne garantit pas la couverture de tous les systèmes en périmètre; à l'inverse 01.05 impose une couverture intégrale et une cadence annuelle non explicitement exigées par TGV. Chevauchement partiel authentique sur l'activité 'évaluation périodique des risques'."
hitrust-csf-v11,S02.01,01.03,Develop and approve an information security policy signed by senior management,tgv_plus_etroit,"S02.01 (politique présentant objectifs et principes) correspond à l'élément 'élaboration/contenu de la politique' de 01.03, mais ne couvre pas l'approbation signée par la haute direction. Le critère TGV est strictement inclus dans le contrôle HITRUST. Défendable: c'est le volet 'développer la politique' du contrôle."
hitrust-csf-v11,S02.03,01.03,Develop and approve an information security policy signed by senior management,recoupement_partiel,"S02.03 (politiques approuvées par la direction + communiquées) partage l'élément 'approbation par la haute direction' avec 01.03, mais ajoute la communication (hors 01.03) et n'inclut pas l'élaboration de la politique. Recouvrement partiel réel: ni l'un ni l'autre n'inclut totalement l'autre. Point de contact défendable = l'approbation par la direction."
hitrust-csf-v11,S02.04,04.07,Define and enforce a BYOD acceptable use policy,tgv_plus_large,"Un cadre de bonnes pratiques d'utilisation des outils informatiques englobe la politique d'usage acceptable BYOD, qui en est un cas particulier: superset défendable. Mapping le plus solide vers 04.07."
hitrust-csf-v11,S03.01,01.08,Define roles and responsibilities for information security across the organization,equivalent,'Définir les responsabilités en matière de sécurité au sein de l'organisation' (S03.01) correspond directement à 'définir les rôles et responsabilités de sécurité à l'échelle de l'organisation' (01.08). Portée équivalente: le critère couvre pleinement l'intention du contrôle. Paire la plus solide du lot.
hitrust-csf-v11,S03.02,01.08,Define roles and responsibilities for information security across the organization,tgv_plus_etroit,"S03.02 (désignation d'un responsable pour l'application et les actifs qui l'exploitent) est une instance spécifique et plus étroite de l'attribution des responsabilités de sécurité couverte par 01.08. L'assignation d'un propriétaire d'actif est une forme reconnue de responsabilité de sécurité, ici limitée à un périmètre précis: strictement inclus dans le contrôle organisationnel."
hitrust-csf-v11,S03.05,04.01,Implement a mobile device management (MDM) solution,tgv_plus_large,"Gérer les risques spécifiques des appareils mobiles englobe l'implémentation d'une MDM, principal moyen technique de gestion de ces risques. Le critère TGV est plus large et ne nomme pas la solution: superset correct et défendable."
hitrust-csf-v11,S03.05,04.04,Enable remote wipe capability for lost or stolen devices,tgv_plus_large,"L'effacement à distance d'un appareil perdu ou volé est une mesure standard de gestion des risques mobiles, englobée par l'exigence plus large S03.05 sans y être nommée: superset défendable."
hitrust-csf-v11,S03.05,04.05,Restrict application installation to approved sources,tgv_plus_large,"La restriction des sources d'installation d'applications est une mesure reconnue de durcissement mobile relevant de la gestion des risques mobiles exigée par S03.05, qui est plus large: superset correct."
hitrust-csf-v11,S03.05,04.06,Implement containerization to separate corporate and personal data (BYOD),tgv_plus_large,"La conteneurisation séparant données professionnelles et personnelles (BYOD) est une technique de gestion des risques mobiles/BYOD, sous-ensemble de l'exigence large S03.05: superset correct."
hitrust-csf-v11,S03.05,04.09,Disable Bluetooth and NFC when not required,tgv_plus_large,"La désactivation des interfaces Bluetooth/NFC inutiles est une mesure de durcissement mobile relevant de la gestion des risques mobiles exigée, plus largement, par S03.05: superset correct."
hitrust-csf-v11,S03.06,04.08,Require VPN or secure access for mobile connections to corporate resources,recoupement_partiel,"La politique de télétravail encadre l'accès distant sécurisé (VPN) hors site, ce qui recoupe l'accès sécurisé des connexions mobiles. Ni le télétravail ni le mobile ne s'incluent totalement (télétravail possible sur poste corporatif, mobile utilisé aussi sur site): intersect correct."
hitrust-csf-v11,S04.02,13.01,Conduct security awareness training for all employees at hire and annually,recoupement_partiel,"Texte complet: 'Un programme de sensibilisation et de formation à la sécurité est en place pour tous les membres du personnel de l'entreprise (y compris la direction).' Recoupe directement le public 'all employées' de 13.01. HITRUST ajoute une cadence obligatoire (à l'embauche et annuelle) absente de TGV, tandis que TGV vise un 'programme' plus large que la seule délivrance périodique. Aucun n'inclut totalement l'autre -> intersect. Défendable."
hitrust-csf-v11,S04.03,13.02,"Deliver role-specific training for IT staff, developers, and administrators",tgv_plus_etroit,S04.03: le personnel et les contractants 'ayant participé au développement et à l'exploitation de votre application' sont informés de leurs responsabilités et procédures. Public technique restreint (participants au projet applicatif) et contenu (responsabilités/procédures) plus étroits que la formation par rôle destinée à l'ensemble IT/développeurs/administrateurs de 13.02. TGV inclus dans HITRUST -> subset. Défendable.
hitrust-csf-v11,S05.04,06.04,Maintain a configuration management database (CMDB) or asset inventory,tgv_plus_etroit,"L'inventaire de l'application et de ses actifs d'exploitation correspond à l'intention d'un inventaire d'actifs/CMDB. Il est plus étroit (périmètre applicatif) que la CMDB organisationnelle du 06.04. Subset correct, pair solide et directe."
hitrust-csf-v11,S05.06,11.05,Disable accounts within 24 hours of employee termination,recoupement_partiel,"S05.06 exige le retrait des accès des employés ET contractants en fin de contrat (population plus large, sans délai); 11.05 impose la désactivation sous 24h à la cessation d'emploi (délai que TGV n'a pas). Chevauchement sans inclusion mutuelle -> intersect."
hitrust-csf-v11,S05.06,14.09,Maintain a process for managing vendor access termination,recoupement_partiel,"S05.06 assure le retrait des accès des employés ET contractants au terme du contrat; 14.09 vise un processus de résiliation des accès fournisseurs. Recouvrement réel et spécifique (non générique) sur les contractants tiers en fin de relation. Aucune inclusion mutuelle: S05.06 couvre aussi les employés internes, tandis que 14.09 couvre l'accès organisationnel des fournisseurs (comptes de service, intégrations) que S05.06 ne traite pas."
hitrust-csf-v11,S05.07,02.08,Implement USB device control policies,tgv_plus_large,"S05.07 encadre l'usage de l'ensemble des supports amovibles (USB, disques externes, cartes, optique); 02.08 vise le contrôle des périphériques USB, sous-ensemble des supports amovibles. L'intention de 02.08 (maîtriser les supports USB) est pleinement couverte par S05.07, dont la portée est plus large. Superset confirme (TGV plus large que le contrôle HITRUST)."
hitrust-csf-v11,S05.07,03.01,Develop a portable/removable media policy,equivalent,"S05.07 exige une gouvernance documentée de l'utilisation des supports amovibles, fondée sur la classification de l'information (annotation: décrire les circonstances d'usage et les mesures de sécurité applicables). Cela établit et applique des règles formelles propres aux supports amovibles, ce qui correspond en portée à l'intention de 03.01 (disposer d'une politique de supports amovibles). Lien direct, sur le sujet, sans inférence. Portée équivalente."
hitrust-csf-v11,S05.08,03.05,Implement secure disposal procedures for media containing sensitive data,recoupement_partiel,"RELATION CORRIGÉE (superset -> intersect). Paire solide sur le fond: destruction sécurisée de supports d'information <-> destruction sécurisée de supports. Mais les périmètres se croisent sans inclusion: S05.08 vise la mise au rebut de tous les supports d'information liés à l'application (toute sensibilité), tandis que 03.05 vise les supports contenant des données sensibles (tout périmètre). S05.08 couvre des supports applicatifs non sensibles hors 03.05; 03.05 couvre des supports sensibles hors application hors S05.08. Donc intersect."
hitrust-csf-v11,S06.04,06.06,Restrict the ability to modify system configurations to authorized administrators,tgv_plus_large,Réserver l'ensemble des activités à privilèges élevés - dont la modification de configuration - à des comptes dédiés couvre et dépasse la restriction de la seule modification des configurations aux administrateurs autorisés. Superset correct.
hitrust-csf-v11,S06.04,08.07,Restrict administrative access to network devices to authorized personnel,tgv_plus_large,"S06.04 reserve toutes les activités à privilèges élevés à des comptes dédiés avec contrôle de l'octroi. La restriction de l'accès administratif aux équipements réseau (08.07) est un cas particulier de cette exigence, l'administration d'équipements réseau étant incontestablement une activité à privilèges élevés. S06.04 est donc plus large que 08.07: superset."
hitrust-csf-v11,S06.04,10.07,Implement a privileged access management (PAM) solution,tgv_plus_etroit,"Réserver les activités à privilèges à des comptes dédiés et en contrôler l'octroi est une composante d'une solution PAM complète; strictement plus étroit que le PAM (n'inclut pas coffre, rotation, sessions JIT)."
hitrust-csf-v11,S06.04,11.06,Restrict administrative/root access to designated administrators only,recoupement_partiel,"S06.04 reserve les activités à privilèges élevés à des comptes dédiés; 11.06 restreint l'accès admin/root aux administrateurs désignés. Intention commune, mais TGV cible les comptes (pas explicitement la liste des personnes autorisées) et 'privilèges élevés' peut déborder admin/root. Correction equal -> intersect."
hitrust-csf-v11,S06.05,10.01,Enforce a minimum password length of 12 characters,tgv_plus_large,"La gestion configurable du niveau de robustesse des mots de passe englobe la politique de longueur minimale, couvrant ainsi l'intention du minimum de 12 caractères et allant au-delà (autres paramètres de robustesse). Défendable car la robustesse inclut la longueur; paire marginale mais tenable."
hitrust-csf-v11,S06.05,10.02,"Require complexity (uppercase, lowercase, numbers, special characters)",tgv_plus_large,"Le critère porte explicitement sur la gestion de la complexité des mots de passe, ce qui recouvre directement l'exigence de complexité (types de caractères) et la dépasse via des niveaux de robustesse paramétrables. Mapping le plus solide de S06.05."
hitrust-csf-v11,S06.06,10.03,Implement multi-factor authentication (MFA) for all remote access,tgv_plus_large,"L'obligation de MFA sur l'ensemble du PST englobe le MFA pour les accès distants et le dépasse, puisqu'elle s'applique aussi hors accès distant."
hitrust-csf-v11,S06.06,10.04,Implement MFA for all administrative and privileged accounts,tgv_plus_large,"L'obligation générale de MFA couvre à fortiori les comptes administratifs et à privilèges, tout en s'étendant aux comptes ordinaires."
hitrust-csf-v11,S06.07,10.10,Implement single sign-on (SSO) where possible to reduce password fatigue,tgv_plus_large,La fédération d'identités via protocoles modernes (SAML/OpenID) réalisé directement le SSO et couvre plus largement l'authentification sécurisée; strictement plus large que le seul SSO. Mapping le plus solide pour 10.10.
hitrust-csf-v11,S06.10,08.03,"Restrict inbound and outbound traffic to documented, approved flows",recoupement_partiel,"S06.10 exige que les communications inter-composantes soient authentifiées et au minimum de privilèges, donc limitées aux seuls échanges nécessaires: cela rejoint l'intention de 08.03 de n'autoriser que des flux approuvés. Intersect car S06.10 opère au niveau applicatif/service via authentification et n'exige pas la documentation formelle des flux réseau requise par 08.03, alors que 08.03 ne couvre pas l'authentification des composantes."
hitrust-csf-v11,S06.12,11.03,Conduct access reviews at least quarterly for critical systems,recoupement_partiel,"S06.12 fournit l'outillage facilitant la revue des accès mais n'impose ni la conduite ni la cadence; 11.03 exige des revues effectuées au moins trimestriellement. Sujet identique (revue des accès), aucun n'inclut l'autre -> intersect."
hitrust-csf-v11,S06.13,11.01,Implement role-based access control (RBAC) for all systems,tgv_plus_etroit,"S06.13 impose un RBAC (profils basés sur les fonctionnalités) circonscrit à l'application; 11.01 exige le RBAC sur tous les systèmes. Même mécanisme, portée TGV plus étroite -> subset."
hitrust-csf-v11,S06.16,10.05,Enforce account lockout after a defined number of failed attempts,equivalent,"La désactivation automatique d'un identifiant après un maximum de tentatives échouées équivaut au verrouillage de compte après un nombre défini d'échecs; même déclencheur, même effet, portée équivalente."
hitrust-csf-v11,S06.16,12.05,Implement automated alerting for critical security events,recoupement_partiel,"S06.16 déclenché une alerte configurable après cinq échecs d'authentification (alerte de sécurité automatisée, cas de 12.05), mais sa fonction première est la désactivation automatique de l'identifiant (verrouillage, hors périmètre d'alerte); recouvrement partiel, d'où intersect et non subset."
hitrust-csf-v11,S06.18,11.09,Require unique user IDs for all accounts (no shared accounts),tgv_plus_etroit,S06.18 interdit tout compte générique dans l'application (volet 'pas de comptes partages'); 11.09 exige des ID uniques pour tous les comptes sur tous les systèmes. Plus étroit en portée et sur le seul volet interdiction -> subset.
hitrust-csf-v11,S06.19,11.08,Implement session timeout for inactive sessions,tgv_plus_etroit,S06.19 impose la déconnexion automatique après inactivité au sein de l'application; 11.08 vise l'expiration des sessions inactives de façon générale. Mécanisme identique mais portée TGV limitée à l'application. Correction equal -> subset.
hitrust-csf-v11,S06.22,11.07,Log and monitor all privileged access activity,recoupement_partiel,S06.22 journalise toute connexion et toute modification de profil/privilège (couvre la trace des changements de privilèges) mais pas explicitement la surveillance; 11.07 exige journaliser ET surveiller les accès privilégiés. Recouvrement partiel -> intersect.
hitrust-csf-v11,S06.23,08.05,Monitor network traffic for anomalies and potential threats,recoupement_partiel,"S06.23 impose la surveillance et la détection de tentatives de connexion anormales (credential stuffing/dictionnaire) avec alerte et mitigation; la détection de connexions anormales est une forme de surveillance des menaces couverte par 08.05. Intersect: S06.23 ne vise qu'un type de menace (tentatives de connexion) alors que 08.05 couvre l'ensemble du trafic réseau, et S06.23 ajoute la mitigation qui déborde le simple monitoring de 08.05."
hitrust-csf-v11,S06.23,12.04,Monitor logs for security events and anomalies in near-real-time,recoupement_partiel,S06.23 surveille et détecte le credential stuffing et les attaques par dictionnaire et alerte sur les connexions anormales: classe précise d'événements surveillée (plus étroite que 12.04) mais qui ajoute l'alerte; recouvrement partiel.
hitrust-csf-v11,S06.25,12.01,Enable audit logging on all in-scope systems and applications,tgv_plus_etroit,"S06.25 ne journalise que les accès au PST exposé sur Internet, cas étroit et spécifique strictement inclus dans l'activation générale de la journalisation exigée par 12.01 sur l'ensemble des systèmes et applications."
hitrust-csf-v11,S07.01,02.06,Encrypt all endpoint hard drives (full-disk encryption),recoupement_partiel,"S07.01 exige le chiffrement des données sensibles (RP/RSSS) au repos; 02.06 exige le chiffrement intégral des disques des postes. Intention commune: protéger la confidentialité des données au repos par chiffrement, avec recouvrement réel sur les données sensibles stockées sur les postes. Aucun n'inclut l'autre — S07.01 est centre-données (tout emplacement, tout mécanisme, y compris chiffrement applicatif), 02.06 est centre-périphérique (disque entier du poste, quelle que soit la sensibilité). Intersect confirme."
hitrust-csf-v11,S07.01,03.02,"Encrypt all data on portable media (USB drives, external hard drives, tapes)",recoupement_partiel,"RELATION CORRIGÉE (superset -> intersect). 03.02 impose de chiffrer TOUTES les données (sensibles ou non) présentes sur support amovible; S07.01 n'impose le chiffrement que des données SENSIBLES, mais partout (au repos et en transit). Recouvrement réel sur les données sensibles au repos sur support amovible, mais aucun n'inclut l'autre: 03.02 vise aussi les données non sensibles sur support amovible, S07.01 vise aussi le stockage non amovible. Donc intersect, pas superset."
hitrust-csf-v11,S07.01,03.07,Prohibit storage of unencrypted PHI/sensitive data on portable media,tgv_plus_large,"S07.01 impose le chiffrement de l'ensemble des données sensibles, dont les renseignements personnels et de santé, lors de l'entreposage. Cette obligation interdit de fait tout stockage non chiffré de ces données, y compris sur support amovible (03.07). S07.01 couvre tous les emplacements de stockage, donc est strictement plus large que la version restreinte aux supports amovibles. Superset défendable, avec preuve explicite du chiffrement."
hitrust-csf-v11,S07.01,04.02,Enforce device encryption on all mobile devices accessing organizational data,recoupement_partiel,"S07.01 vise le chiffrement au repos des données sensibles sur tous les systèmes; 04.02 vise le chiffrement complet des seuls appareils mobiles. Recouvrement sur les données sensibles stockées sur mobile, sans que l'un englobe l'autre: intersect correct."
