tgv_ref,cible_ref,cible_intitule,relation,justification
S11.06,04.08,Require VPN or secure access for mobile connections to corporate resources,tgv_plus_large,"Assurer une connectivité sécuritaire englobe l'exigence d'accès VPN/sécurisé pour les connexions mobiles vers les ressources corporatives, cas particulier de S11.06: superset correct."
S11.06,05.02,Use WPA3 or WPA2-Enterprise with RADIUS authentication,tgv_plus_large,"S11.06 exige une connectivité sécuritaire au sens large; WPA3/WPA2-Enterprise + RADIUS n'est qu'un mécanisme précis de sécurisation du lien (authentification/chiffrement du sans-fil), donc entièrement inclus dans l'exigence TGV. Le critère TGV est plus large que ce contrôle spécifique."
S13.01,07.08,Subscribe to vendor security advisories for all in-scope software,tgv_plus_large,Considérer les vulnérabilités des composantes tierces est plus large; l'abonnement aux avis de sécurité des fournisseurs (07.08) n'est qu'un des moyens de s'en informer. Portée TGV plus large -> superset.
S13.02,14.03,Conduct security risk assessments for all critical and high-risk vendors,tgv_plus_large,S13.02 impose l'évaluation des menaces et des risques de l'ensemble des fournisseurs; 14.03 limite l'évaluation de risque aux fournisseurs critiques et à haut risque. La portée de S13.02 englobe entièrement celle de 14.03 (TRA superset de security risk assessment; tous fournisseurs superset de critiques/haut risque).
S13.03,14.01,Maintain an inventory of all third-party vendors with access to sensitive data,recoupement_partiel,"S13.03 exige une liste de TOUS les fournisseurs participant au service (incluant ceux sans accès aux données); 14.01 vise l'inventaire des seuls fournisseurs ayant accès aux données sensibles (pouvant inclure des fournisseurs hors périmètre du service). Aucune population n'inclut l'autre, mais recouvrement réel et non générique sur la tenue d'un inventaire fournisseurs."
S13.04,14.05,Include security requirements in all vendor contracts and BAAs,recoupement_partiel,"S13.04 définit les exigences de sécurité par fournisseur (la substance même de 14.05) mais ne les contractualise pas; 14.05 exige leur inclusion dans les contrats/BAA. Recouvrement réel sur le contenu sécuritaire, sans inclusion mutuelle. NB: la paire S13.06->14.05 a été rejetée car 'avoir des ententes contractuelles' ne porte aucune exigence de sécurité (recouvrement purement structurel)."
S13.05,14.06,Monitor vendor compliance on an ongoing basis (not just at contract signing),equivalent,"Les deux exigent l'établissement de processus et procédures de surveillance de la conformité des fournisseurs à leurs obligations. Portée équivalente: surveiller la conformité via des processus établis impliqué le suivi continu ('ongoing, not just at signing') requis par 14.06."
S14.03,14.07,Establish a vendor incident notification process with defined timelines,recoupement_partiel,"S14.03 exige un processus de gestion des incidents arrimé à celui des clients (coordination incluant l'harmonisation de la notification et des escalades), mais sans délais définis; 14.07 vise le processus de notification avec délais précis. Recouvrement sur la coordination d'incident inter-parties, aucune inclusion totale."
S14.04,14.07,Establish a vendor incident notification process with defined timelines,recoupement_partiel,"S14.04 oblige à avertir les clients de tout incident touchant les données (la substance même de la notification visée par 14.07), mais sans délais définis ni formalisation en processus chiffré; 14.07 exige un processus de notification avec délais. Recouvrement réel sur l'acte de notification transfrontière prestataire-client."
S16.02,07.02,Perform authenticated vulnerability scans (not just network-level),recoupement_partiel,"La validation de la conformité technique des composantes exige un accès interne/authentifié aux hôtes et examine leur état interne, tout comme le scan authentifié (07.02 se distingue justement par l'authentification vs le seul niveau réseau). Objectifs partiellement distincts (conformité vs vulnérabilités) mais recouvrement réel sur l'examen interne authentifié -> intersect."
S16.03,07.05,Conduct annual penetration testing by a qualified third party,tgv_plus_etroit,"Le test d'intrusion administré par un prestataire externe correspond bien au tiers qualifié, mais le critère TGV est restreint à 'votre application' alors que 07.05 vise le pentest en général (toute portée) et fixe la cadence annuelle. Le pentest applicatif est un cas plus étroit du pentest tiers -> subset (et non equal, qui surestimerait l'équivalence de portée et de cadence)."
S16.03,07.06,Include web application testing in the penetration testing scope,equivalent,"L'application testée étant de type Web (T08), le test d'intrusion applicatif EST un test d'intrusion d'application Web, soit exactement l'objet de 07.06 (inclusion du test applicatif Web dans la portée). Portées équivalentes -> equal (superset surestimait la couverture: le pentest TGV ne dépasse pas l'objet Web de 07.06)."
T04,05.07,Document wireless network architecture and security configurations,recoupement_partiel,"Alignement topique réel sur la documentation d'architecture. T04 décrit l'architecture technologique globale supportant le PST (dont l'architecture sans-fil ferait partie), mais reste une description d'architecture et ne couvre pas explicitement la documentation des configurations de sécurité exigée par 05.07; à l'inverse 05.07 ne couvre pas l'architecture globale du PST. Relation corrigée de superset vers intersect: T04 n'inclut pas le volet configurations de sécurité, donc recouvrement partiel sans inclusion totale."
T25,06.09,Test configuration changes in a staging environment before production deployment,recoupement_partiel,"Des environnements Dev/Test/Prod distincts et isolés fournissent l'environnement de pre-production explicitement nommé par le 06.09. Recouvrement partiel assumé: la séparation ne garantit pas à elle seule le test des changements, et 06.09 ne couvre pas les autres finalités de l'isolation. Intersect correct. Doublon S12.03 écarté au profit de cette formulation plus forte (isolés, Prod nommée)."
