tgv_ref,cible_ref,cible_intitule,relation,justification
P17.05,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,tgv_plus_etroit,Anonymisation ou destruction pour répondre aux demandes de désindexation = élimination sécurisée/de-identification (P4.3).
P18.01,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Processus permettant à la personne de demander une copie de ses RP = droit d'accès avec fourniture de copies (P5.1).
P18.02,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Communication des RP dans un format structuré et couramment utilisé = fourniture de copies électroniques à la personne (P5.1).
P18.03,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Personnel formé pour communiquer les RP de façon sécuritaire et dans un délai raisonnable = fourniture d'accès conforme aux objectifs (P5.1).
S01.01,CC3.2,COSO Principle 7,tgv_plus_etroit,Évaluation des risques de sécurité à la conception et avant mise en production = identification et analyse des risques (CC3.2).
S01.02,CC3.2,COSO Principle 7,tgv_plus_etroit,Évaluations périodiques des risques et vulnérabilités (CID) = identification/analyse continue des risques (CC3.2).
S01.03,CC3.4,COSO Principle 9,tgv_plus_etroit,Réévaluation des risques approuvée par la direction lors de changements majeurs = identification/évaluation des changements impactant les contrôles (CC3.4).
S02.01,CC5.3,COSO Principle 12,tgv_plus_etroit,"Politiques de sécurité (objectifs, principes, rôles, dérogations) = déploiement de contrôles par des politiques (CC5.3)."
S02.02,CC5.3,COSO Principle 12,tgv_plus_etroit,"Normes, processus et procédures techniques de sécurité = procédures mettant les politiques en action (CC5.3)."
S02.03,CC5.3,COSO Principle 12,tgv_plus_etroit,"Politiques approuvées par la direction, communiquées et maintenues à jour = gouvernance/documentation des politiques (CC5.3)."
S02.04,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",recoupement_partiel,"Cadre de bonnes pratiques et procédure à suivre en cas d'incident = programme de réponse aux incidents (CC7.4), chevauchement partiel (volet usage)."
S03.01,CC1.3,COSO Principle 3,tgv_plus_etroit,"Définition des responsabilités en matière de sécurité = structures, autorités et responsabilités (CC1.3)."
S03.02,CC1.3,COSO Principle 3,tgv_plus_etroit,Responsable attitré de la sécurité de l'application et des actifs = attribution des responsabilités (CC1.3).
S03.03,CC5.1,COSO Principle 10,tgv_plus_etroit,Identification des tâches incompatibles et mesures de limitation = contrôle de la séparation des tâches (CC5.1).
S03.04,CC3.2,COSO Principle 7,recoupement_partiel,"Méthode de gestion de projet intégrant la sécurité et le traitement des risques = identification/analyse des risques (CC3.2), chevauchement partiel."
S03.05,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",recoupement_partiel,"Gestion des risques liés aux appareils mobiles = restriction/protection de l'information sur les terminaux (CC6.7), chevauchement partiel."
S03.06,CC6.6,The entity implements logical access security measures to protect against threats from sources outside its system boundaries.,recoupement_partiel,"Politique de télétravail couvrant les risques associés = protection contre les menaces hors frontières du système (CC6.6), chevauchement partiel."
S04.01,CC1.4,COSO Principle 4,tgv_plus_etroit,Compétences requises du personnel selon ses fonctions = engagement à disposer d'individus compétents (CC1.4).
S04.02,CC2.2,COSO Principle 14,tgv_plus_etroit,Programme de sensibilisation et de formation à la sécurité pour tout le personnel = communication améliorant la connaissance de la sécurité (CC2.2).
S04.03,CC2.2,COSO Principle 14,tgv_plus_etroit,Personnel et contractants informés de leurs responsabilités et procédures = communication des responsabilités de contrôle (CC2.2).
S04.04,CC1.5,COSO Principle 5,tgv_plus_etroit,Sanctions pour non-respect des politiques de sécurité = responsabilisation et mesures disciplinaires (CC1.5).
S05.01,CC2.3,COSO Principle 15,recoupement_partiel,"Établissement des conditions d'utilisation de l'application = communication aux utilisateurs externes de leurs responsabilités (CC2.3), chevauchement partiel."
S05.02,CC2.3,COSO Principle 15,tgv_plus_etroit,Présentation et consignation de l'acceptation des CGU (avec énoncé de responsabilité RP) = communication des responsabilités aux utilisateurs externes (CC2.3).
S05.03,CC2.3,COSO Principle 15,tgv_plus_etroit,Conditions consultables et représentées à intervalles adéquats = communication continue aux utilisateurs externes (CC2.3).
S05.04,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Inventaire des actifs avec responsable attitré = base des actifs proteges par la sécurité d'accès (CC6.1), chevauchement partiel."
S05.05,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,tgv_plus_etroit,Classification des actifs en disponibilité/intégrité/confidentialité = identification/désignation de l'information confidentielle (C1.1).
S05.06,CC6.5,The entity discontinues logical and physical protections over physical assets only after the ability to read or recover data and software from those assets has been diminished and is no longer required to meet the entity’s objectives.,recoupement_partiel,"Restitution des actifs à la fin du contrat = cessation des protections/récupération des actifs (CC6.5), chevauchement partiel."
S05.07,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",tgv_plus_etroit,Encadrement des supports amovibles selon la classification = restriction du déplacement/retrait de l'information (CC6.7).
S05.08,CC6.5,The entity discontinues logical and physical protections over physical assets only after the ability to read or recover data and software from those assets has been diminished and is no longer required to meet the entity’s objectives.,tgv_plus_etroit,Mise au rebut sécurisée des supports d'information = destruction empêchant la récupération des données (CC6.5).
S06.01,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Politique de gestion des accès applicable à tous = sécurité d'accès logique sur les actifs proteges (CC6.1).
S06.02,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Règles de gestion des accès à l'application = autorisation/modification/retrait des accès selon les rôles (CC6.3).
S06.03,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Mécanismes limitant les accès aux seules composantes/informations autorisées = sécurité d'accès logique (CC6.1).
S06.04,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Activités à privilèges élevés réservées à des comptes dédiés et contrôlées = moindre privilège pour comptes à privilèges (CC6.3).
S06.05,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Gestion de la complexité/robustesse des mots de passe = sécurité d'accès logique (authentification) (CC6.1).
S06.06,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Obligation du MFA = renforcement de l'authentification d'accès logique (CC6.1).
S06.07,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Authentification par protocoles sécurisés et fédérations d'identité modernes = sécurité d'accès logique (CC6.1).
S06.08,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Préservation de la confidentialité des mots de passe (non-capture en mode integre) = protection des justificatifs d'accès (CC6.1).
S06.09,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Changement de mot de passe par chaque utilisateur = gestion des justificatifs d'accès logique (CC6.1).
S06.10,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Communications inter-composantes authentifiées avec minimum de privilèges = moindre privilège (CC6.3).
S06.11,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Absence de mots de passe dans scripts/macros/code source = protection des justificatifs d'accès (CC6.1).
S06.12,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Fonctionnalités facilitant la revue des accès = revue périodique des accès selon les rôles (CC6.3).
S06.13,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Profils basés sur les fonctionnalités attribuant les seuls accès nécessaires = accès base sur les rôles et moindre privilège (CC6.3).
S06.14,CC6.2,"Prior to issuing system credentials and granting system access, the entity registers and authorizes new internal and external users whose access is administered by the entity. For those users whose access is administered by the entity, user system credentials are removed when user access is no longer authorized.",tgv_plus_etroit,Fonctionnalités permettant à l'acquéreur de gérer les accès = enregistrement/autorisation et retrait des accès utilisateurs (CC6.2).
S06.15,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Fonctionnalité de déconnexion aisée = gestion de session de la sécurité d'accès logique (CC6.1), chevauchement partiel."
S06.16,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Désactivation d'un identifiant après cinq tentatives échouées = mesure de sécurité d'accès logique (verrouillage) (CC6.1).
S06.17,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Message d'échec d'authentification générique sans champ invalide = sécurité d'accès logique (non-divulgation) (CC6.1).
S06.18,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Absence de comptes génériques (identification individuelle) = sécurité d'accès logique et imputabilité (CC6.1).
S06.19,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Déconnexion automatique après inactivité = gestion de session d'accès logique (CC6.1).
S06.20,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Restriction de l'accès au code source = sécurité d'accès logique sur un actif protégé (CC6.1).
S06.21,CC6.6,The entity implements logical access security measures to protect against threats from sources outside its system boundaries.,tgv_plus_etroit,CAPTCHA sur les services externes critiques = protection contre les menaces provenant de l'extérieur du système (CC6.6).
S06.22,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",recoupement_partiel,"Signalement au titulaire des connexions/modifications de profil = surveillance/alerte sur activité (CC7.2), chevauchement partiel."
S06.23,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Détection et mitigation du credential stuffing/dictionnaire = surveillance des anomalies indicatives d'actes malveillants (CC7.2).
S06.24,CC6.2,"Prior to issuing system credentials and granting system access, the entity registers and authorizes new internal and external users whose access is administered by the entity. For those users whose access is administered by the entity, user system credentials are removed when user access is no longer authorized.",tgv_plus_etroit,Comptes provenant de l'annuaire centralisé de Santé Québec = enregistrement/autorisation des utilisateurs (identité centralisée) (CC6.2).
S06.25,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Journalisation des accès au PST exposés sur Internet = surveillance/enregistrement de l'activité (CC7.2).
S06.26,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Accès sans contrainte du propriétaire de la donnée = accès logique autorisé à l'actif (CC6.1), chevauchement partiel."
S07.01,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Chiffrement des données sensibles au repos = protection des actifs par la sécurité d'accès logique (CC6.1).
S07.01,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",tgv_plus_etroit,Chiffrement des données sensibles en communication = protection de l'information durant la transmission (CC6.7).
S07.02,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",tgv_plus_etroit,Communications inter-composantes chiffrées et authentifiées = protection de l'information durant la transmission (CC6.7).
S08.01,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Gestion documentée des clés cryptographiques sur tout leur cycle de vie = sécurité d'accès logique (gestion des clés) (CC6.1).
S08.02,CC6.4,"The entity restricts physical access to facilities and protected information assets (for example, data center facilities, back-up media storage, and other sensitive locations) to authorized personnel to meet the entity’s objectives.",tgv_plus_etroit,Contrôle d'accès et protections physiques des locaux d'hébergement = restriction de l'accès physique aux installations (CC6.4).
S08.03,CC6.4,"The entity restricts physical access to facilities and protected information assets (for example, data center facilities, back-up media storage, and other sensitive locations) to authorized personnel to meet the entity’s objectives.",tgv_plus_etroit,Contrôle d'accès physique des locaux des développeurs/maintenance/soutien = restriction de l'accès physique (CC6.4).
S08.04,A1.2,"The entity authorizes, designs, develops or acquires, implements, operates, approves, maintains, and monitors environmental protections, software, data back-up processes, and recovery infrastructure to meet its objectives.",recoupement_partiel,"Entretien du matériel garantissant disponibilité et intégrité = maintien des protections/infrastructure (A1.2), chevauchement partiel."
S09.01,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Politique du bureau propre et de l'écran vide = protection de l'information/accès (CC6.1), chevauchement partiel (physique)."
S09.02,CC5.3,COSO Principle 12,tgv_plus_etroit,Documentation et diffusion des procédures d'exploitation = procédures mettant les politiques en action (CC5.3).
S09.03,CC2.3,COSO Principle 15,tgv_plus_etroit,Guide d'utilisation fourni aux utilisateurs = communication de l'exploitation du système aux utilisateurs externes (CC2.3).
S09.04,CC2.3,COSO Principle 15,tgv_plus_etroit,"Guide d'installation et d'entretien (config, accès, surveillance, sauvegardes) = communication du fonctionnement/frontières du système (CC2.3)."
S09.05,A1.2,"The entity authorizes, designs, develops or acquires, implements, operates, approves, maintains, and monitors environmental protections, software, data back-up processes, and recovery infrastructure to meet its objectives.",tgv_plus_etroit,Système de sauvegarde à l'abri des rançongiciels = processus de sauvegarde des données (A1.2).
S09.06,A1.2,"The entity authorizes, designs, develops or acquires, implements, operates, approves, maintains, and monitors environmental protections, software, data back-up processes, and recovery infrastructure to meet its objectives.",tgv_plus_etroit,Stratégies de sauvegarde permettant une récupération complète/partielle = processus de sauvegarde et récupération (A1.2).
S09.07,CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.",tgv_plus_etroit,Processus documenté de gestion des changements = autorisation/conception/test/implantation des changements (CC8.1).
S09.08,CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.",tgv_plus_etroit,Gestion des versions et identification de chaque changement = gestion des changements documentée (CC8.1).
S09.09,CC7.1,"To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities.",tgv_plus_etroit,Plan de gestion continue des vulnérabilités = détection/surveillance des vulnérabilités (CC7.1).
S09.10,CC7.1,"To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities.",tgv_plus_etroit,Application rapide des correctifs de sécurité = remédiation des vulnérabilités (CC7.1).
S09.11,CC7.1,"To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities.",recoupement_partiel,"Documentation de composantes sur technologies récentes prises en charge = gestion des vulnérabilités/obsolescence (CC7.1), chevauchement partiel."
S09.12,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Application exempte de porte dérobée = absence d'accès logique non autorisé (CC6.1), chevauchement partiel."
S10.01,CC6.8,The entity implements controls to prevent or detect and act upon the introduction of unauthorized or malicious software to meet the entity’s objectives.,tgv_plus_etroit,Antivirus récent avec EDR sur tous les systèmes = prévention/détection des logiciels malveillants (CC6.8).
S10.02,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Mécanismes de gestion des exceptions et d'alertes de la solution = surveillance et alerte sur anomalies (CC7.2).
S10.03,CC6.6,The entity implements logical access security measures to protect against threats from sources outside its system boundaries.,recoupement_partiel,"Utilisation des outils de sécurité de Santé Québec (protocoles, RGT, GIA) = protection réseau/frontière (CC6.6), chevauchement partiel."
S10.04,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Journalisation de toute activité avec identification de l'acteur/moment/nature = surveillance/enregistrement de l'activité (CC7.2).
S10.05,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Filtrage/analyse des journaux et extraction standard vers un système tiers = analyse de la surveillance (CC7.2).
S10.06,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Alertes sur comportements anormaux et incidents potentiels = détection des anomalies indicatives d'événements de sécurité (CC7.2).
S10.07,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Systèmes de détection d'intrusion = surveillance des composantes pour actes malveillants (CC7.2).
S10.08,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",recoupement_partiel,"Rôle auditeur pour consulter les rapports d'audit = revue de la surveillance (CC7.2), chevauchement partiel."
S10.09,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Protection des journaux contre l'altération et la divulgation = sécurité d'accès logique appliquée aux journaux (CC6.1), chevauchement partiel."
S11.01,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",recoupement_partiel,"Conservation des journaux selon le calendrier légal/normatif = rétention de la surveillance (CC7.2), chevauchement partiel."
S11.02,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",tgv_plus_etroit,Protection de toutes les communications inter-composantes (incl. soutien à distance) = protection de l'information durant la transmission (CC6.7).
S11.03,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Cloisonnement de l'environnement d'exécution (zones public/serveur) = architecture/sécurité d'accès logique (segmentation) (CC6.1).
S11.04,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",recoupement_partiel,"Courriel ne traitant pas d'information confidentielle sauf protections = protection de l'information transmise (CC6.7), chevauchement partiel."
S11.05,CC2.2,COSO Principle 14,tgv_plus_etroit,Campagnes de simulation d'hameçonnage = communication de sensibilisation à la sécurité (CC2.2).
S11.06,CC6.6,The entity implements logical access security measures to protect against threats from sources outside its system boundaries.,tgv_plus_etroit,Connectivité sécuritaire = protection contre les menaces provenant de l'extérieur du système (CC6.6).
S12.01,CC2.2,COSO Principle 14,tgv_plus_etroit,"Plan continu de formation en cybersécurité (hameçonnage, rançongiciels, ingénierie sociale) = communication de sensibilisation à la sécurité (CC2.2)."
S12.02,CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.",tgv_plus_etroit,Sécurité considérée à chaque étape du développement = conception/développement/test des changements pour atteindre les objectifs (CC8.1).
S12.03,CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.",tgv_plus_etroit,Environnements de développement/test/exploitation distincts = contrôle de gestion des changements (CC8.1).
S12.04,CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.",tgv_plus_etroit,Développement respectant les bonnes pratiques de sécurité = développement/implantation contrôle des changements (CC8.1).
S12.05,CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.",tgv_plus_etroit,Respect des principes d'ingénierie de sécurité des systèmes = conception sécurisée des changements (CC8.1).
S12.06,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,tgv_plus_etroit,Supervision de tout développement externalisé = gestion des risques liés aux fournisseurs (CC9.2).
S12.07,CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.",recoupement_partiel,"Éviter l'information confidentielle de production en développement = pratique de test/gestion des changements (CC8.1), chevauchement partiel."
S12.08,CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.",tgv_plus_etroit,Stratégie de tests applicatifs = test des changements avant implantation (CC8.1).
S13.01,CC7.1,"To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities.",tgv_plus_etroit,Prise en compte et mise à jour des vulnérabilités des composantes tierces = gestion des vulnérabilités (CC7.1).
S13.02,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,tgv_plus_etroit,EMR/ÉFVP préalables au recours à un fournisseur tiers = évaluation/gestion des risques fournisseurs (CC9.2).
S13.03,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,tgv_plus_etroit,Liste des fournisseurs et nature des services = inventaire de gestion des fournisseurs (CC9.2).
S13.04,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,tgv_plus_etroit,"Liste des exigences par fournisseur (sécurité, accès, niveau de service, incidents) = exigences de gestion des fournisseurs (CC9.2)."
S13.05,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,tgv_plus_etroit,Processus de surveillance de la conformité des fournisseurs = évaluation de la conformité des fournisseurs (CC9.2).
S13.06,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,tgv_plus_etroit,Ententes contractuelles avec chaque fournisseur = engagements contractuels de gestion des fournisseurs (CC9.2).
S14.01,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,tgv_plus_etroit,Évaluation régulière de la performance des fournisseurs = gestion/suivi des fournisseurs (CC9.2).
S14.02,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,recoupement_partiel,"Localisation du PST conforme à l'exigence 05 = conformité d'hébergement/fournisseur (CC9.2), chevauchement partiel."
S14.03,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,Processus de gestion des incidents arrimé avec celui des clients = programme de réponse aux incidents (coordination) (CC7.4).
S14.04,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,Avertissement des clients de tout incident sur les données = communication des incidents de sécurité (CC7.4).
S15.01,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,Engagement à collaborer avec les clients pour la prise en charge d'un incident = communication/coordination de la réponse aux incidents (CC7.4).
S15.02,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",recoupement_partiel,"Surveillance de la solution selon la classification et les normes d'hébergement = surveillance des composantes (CC7.2), chevauchement partiel."
S15.03,CC9.1,"The entity identifies, selects, and develops risk mitigation activities for risks arising from potential business disruptions.",tgv_plus_etroit,Arrimage avec les mécanismes de plan de reprise du SCT = mesures d'atténuation des risques de perturbation (CC9.1).
S15.04,CC9.1,"The entity identifies, selects, and develops risk mitigation activities for risks arising from potential business disruptions.",tgv_plus_etroit,Plan de continuité des activités (maintenance/exploitation) = atténuation des risques de perturbation des activités (CC9.1).
S15.05,A1.2,"The entity authorizes, designs, develops or acquires, implements, operates, approves, maintains, and monitors environmental protections, software, data back-up processes, and recovery infrastructure to meet its objectives.",tgv_plus_etroit,Plan de recouvrement après sinistre couvrant les infrastructures = infrastructure de récupération (A1.2).
S16.01,A1.3,The entity tests recovery plan procedures supporting system recovery to meet its objectives.,tgv_plus_etroit,Test périodique du plan de reprise = test des procédures de récupération (A1.3).
S16.02,CC4.1,COSO Principle 16,tgv_plus_etroit,Stratégie de validation de la conformité technique des composantes = évaluations vérifiant le fonctionnement des contrôles (CC4.1).
S16.03,CC4.1,COSO Principle 16,tgv_plus_etroit,Test d'intrusion par un prestataire indépendant reconnu = évaluation séparée incluant les tests d'intrusion (CC4.1).
S16.04,CC9.2,The entity assesses and manages risks associated with vendors and business partners.,recoupement_partiel,"Détention des droits de PI du code ou explicitation des limitations de licence = gestion des droits/licences des tiers (CC9.2), chevauchement partiel."
