tgv_ref,cible_ref,cible_intitule,relation,justification
S13.05,164.308(b)(1),2. Establish a Process for Measuring Contract Performance and Terminating the Contract if Security Requirements Are Not Being Met,tgv_plus_etroit,Les processus de surveillance de la conformité des fournisseurs mettent en œuvre la mesure de la performance contractuelle des partenaires commerciaux.
S13.06,164.308(b)(1),3. Written Contract or Other Arrangement,recoupement_partiel,Les ententes contractuelles avec chaque fournisseur alimentent l'exigence de contrat écrit ou autre arrangement documentant les garanties satisfaisantes.
S13.06,164.314(a),2. Contract Must Provide that the Business Associates Enter into Contracts with Subcontractors to Ensure the Protection of ePHI,recoupement_partiel,"Du point de vue du partenaire commercial, les ententes contractuelles avec chacun de ses fournisseurs démontrent l'encadrement contractuel des sous-traitants ayant accès aux données exigé par 164.308(b)(2) et 164.314."
S14.01,164.308(b)(1),2. Establish a Process for Measuring Contract Performance and Terminating the Contract if Security Requirements Are Not Being Met,tgv_plus_etroit,L'évaluation régulière de la performance des fournisseurs met en œuvre les critères de mesure de la performance contractuelle.
S14.03,164.308(a)(6),3. Develop and Implement Policy and Procedures to Respond to and Report Security Incidents,recoupement_partiel,Le processus de gestion des incidents arrimé avec celui des clients alimente les politiques et procédures de réponse et de signalement des incidents de sécurité.
S14.04,164.314(a),3. Contract Must Provide that Business Associates will Report Security Incidents,equivalent,L'avertissement des clients de tout incident sur les données dans les meilleurs délais correspond à l'obligation du partenaire commercial de signaler les incidents de sécurité à l'entité couverte.
S15.01,164.314(a),3. Contract Must Provide that Business Associates will Report Security Incidents,recoupement_partiel,L'engagement à collaborer avec les clients pour la prise en charge des incidents soutient le maintien de lignes de communication claires entre entité couverte et partenaire.
S15.02,164.308(a)(1),7. Develop and Deploy the Information System Activity Review Process,recoupement_partiel,La surveillance de la solution (applicatif et données) selon la classification alimente la revue régulière de l'activité des systèmes d'information.
S15.03,164.308(a)(7),4. Develop Recovery Strategy,recoupement_partiel,Les mécanismes de plan de reprise mis en place ou arrimés alimentent l'élaboration de la stratégie de reprise couvrant tous les impacts identifiés.
S15.04,164.308(a)(7),6. Develop and Implement an Emergency Mode Operation Plan,recoupement_partiel,Le plan de continuité des activités de maintenance et d'exploitation soutient la poursuite des processus d'affaires critiques exigée par le plan de fonctionnement en mode urgence.
S15.05,164.308(a)(7),5. Data Backup Plan and Disaster Recovery Plan,recoupement_partiel,Le plan de recouvrement après sinistre couvrant les infrastructures alimente le volet reprise après sinistre du plan de sauvegarde et de restauration des données.
S16.01,164.308(a)(7),7. Testing and Revision Procedure,tgv_plus_etroit,Le test périodique du plan de reprise pour vérifier son efficacité met en œuvre la procédure de test et de révision périodiques des plans de contingence.
S16.02,164.308(a)(8),3. Conduct Evaluation,recoupement_partiel,La stratégie de validation de la conformité technique des composantes alimente l'évaluation technique périodique exigée par 164.308(a)(8).
S16.03,164.308(a)(8),3. Conduct Evaluation,tgv_plus_etroit,Le test d'intrusion administré par un prestataire indépendant constitue une forme d'évaluation technique périodique de la sécurité.
