tgv_ref,cible_ref,cible_intitule,relation,justification
P12.05,33.1,"In the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. Where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.",tgv_plus_large,Le plan de réponse aux incidents permettant de réagir rapidement soutient et dépasse l'obligation de notifier la violation sans retard indu à l'autorité (art. 33.1).
P12.06,33.1,"In the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. Where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.",recoupement_partiel,Aviser la Commission d'un incident présentant un risque de préjudice sérieux correspond à la notification de la violation à l'autorité de contrôle (art. 33.1).
P12.06,33.5,"The controller shall document any personal data breaches, comprising the facts relating to the personal data breach, its effects and the remedial action taken. That documentation shall enable the supervisory authority to verify compliance with this Article.",recoupement_partiel,Tenir un registre des incidents dont une copie est transmise à la Commission recoupe l'obligation de documenter les violations de données (art. 33.5).
P12.06,34.1,"When the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.",recoupement_partiel,Aviser la personne concernée lorsque l'incident présente un risque de préjudice sérieux correspond à la communication de la violation à la personne concernée (art. 34.1).
P13.01,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,Assurer le cloisonnement des fichiers de plusieurs clients est une mesure technique de sécurité garantissant l'isolation des données (art. 32.1).
P13.02,5.1.b,"collected for specified, explicit and legitimate purposes and not further processed in a manner that is incompatible with those purposes; further processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes shall, in accordance with Article 89(1), not be considered to be incompatible with the initial purposes (‘purpose limitation’);",recoupement_partiel,Cloisonner les fichiers ayant des finalités distinctes dans un entrepôt de données met en œuvre la limitation des finalités de l'art. 5.1.b.
P14.01,30.1,"Each controller and, where applicable, the controller's representative, shall maintain a record of processing activities under its responsibility. That record shall contain all of the following information:",recoupement_partiel,"Dresser un inventaire complet des RP détenus, de leurs emplacements et de leurs types recoupe la tenue d'un registre des activités de traitement (art. 30.1)."
P14.02,30.1,"Each controller and, where applicable, the controller's representative, shall maintain a record of processing activities under its responsibility. That record shall contain all of the following information:",recoupement_partiel,"Tenir à jour un inventaire évolutif des RP recueillis ou utilisés, y compris les données de journalisation, recoupe la tenue à jour du registre des activités de traitement (art. 30.1)."
P14.03,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,Un contrôle efficace de l'accès et du transfert des RP relève des mesures techniques et organisationnelles de sécurité de l'art. 32.1.
P14.04,28.3,"Processing by a processor shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller. That contract or other legal act shall stipulate, in particular, that the processor:",recoupement_partiel,Disposer d'un processus clair de transfert des RP à des tiers recoupe l'encadrement contractuel régissant le recours aux sous-traitants (art. 28.3).
P14.05,33.3.a,"describe the nature of the personal data breach including where possible, the categories and approximate number of data subjects concerned and the categories and approximate number of personal data records concerned;",recoupement_partiel,Pouvoir identifier rapidement les données mises en cause lors d'un incident correspond à la description des catégories et du volume de données concernées dans la notification de violation (art. 33.3.a).
P15.01,5.1.e,"kept in a form which permits identification of data subjects for no longer than is necessary for the purposes for which the personal data are processed; personal data may be stored for longer periods insofar as the personal data will be processed solely for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) subject to implementation of the appropriate technical and organisational measures required by this Regulation in order to safeguard the rights and freedoms of the data subject (‘storage limitation’);",recoupement_partiel,Une politique de conservation et de destruction clairement définie et documentée met en œuvre le principe de limitation de la conservation de l'art. 5.1.e.
P15.03,30.1.f,"where possible, the envisaged time limits for erasure of the different categories of data;",recoupement_partiel,Suivre un calendrier de conservation par type de données correspond à la consignation des délais prévus pour l'effacement des différentes catégories au registre (art. 30.1.f).
P15.04,24.1,"Taking into account the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for the rights and freedoms of natural persons, the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this Regulation. Those measures shall be reviewed and updated where necessary.",recoupement_partiel,Réviser régulièrement la politique de données en fonction des évolutions législatives correspond à l'obligation de revoir et d'actualiser les mesures de l'art. 24.1.
P16.01,12.2,"The controller shall facilitate the exercise of data subject rights under Articles 15 to 22. In the cases referred to in Article 11(2), the controller shall not refuse to act on the request of the data subject for exercising his or her rights under Articles 15 to 22, unless the controller demonstrates that it is not in a position to identify the data subject.",recoupement_partiel,Disposer d'une stratégie de traitement des plaintes relatives aux RP recoupe l'obligation de faciliter l'exercice des droits des personnes concernées (art. 12.2).
P16.03,12.6,"Without prejudice to Article 11, where the controller has reasonable doubts concerning the identity of the natural person making the request referred to in Articles 15 to 21, the controller may request the provision of additional information necessary to confirm the identity of the data subject.",recoupement_partiel,Intégrer des méthodes d'authentification adéquates au traitement des demandes correspond à la vérification de l'identité du demandeur en cas de doute raisonnable (art. 12.6).
P16.04,12.1,"The controller shall take appropriate measures to provide any information referred to in Articles 13 and 14 and any communication under Articles 15 to 22 and 34 relating to processing to the data subject in a concise, transparent, intelligible and easily accessible form, using clear and plain language, in particular for any information addressed specifically to a child. The information shall be provided in writing, or by other means, including, where appropriate, by electronic means. When requested by the data subject, the information may be provided orally, provided that the identity of the data subject is proven by other means.",recoupement_partiel,"Décrire le processus de traitement des plaintes de manière simple, claire et publiquement accessible correspond à l'exigence de transparence et d'accessibilité de l'information de l'art. 12.1."
P16.05,5.2,"The controller shall be responsible for, and be able to demonstrate compliance with, paragraph 1 (‘accountability’).",recoupement_partiel,"Tenir un registre des plaintes et des réponses apportées, régulièrement mis à jour, soutient l'obligation de responsabilité de démontrer la conformité (art. 5.2)."
P17.01,17.1,The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,recoupement_partiel,Établir un processus formel de réception et de traitement des demandes de désindexation opérationnalise le droit à l'effacement de l'art. 17.1.
P17.02,17.3,Paragraphs 1 and 2 shall not apply to the extent that processing is necessary:,recoupement_partiel,Vérifier si des exigences légales ou réglementaires empêchent d'accéder à une demande de désindexation correspond à l'examen des exceptions au droit à l'effacement de l'art. 17.3.
P17.03,17.1,The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,recoupement_partiel,"Développer des processus spécifiques de destruction, d'anonymisation et de désindexation des RP opérationnalise le droit à l'effacement de l'art. 17.1."
P17.04,12.4,"If the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy.",recoupement_partiel,Disposer d'un protocole pour informer le requérant des raisons de l'impossibilité de désindexer correspond à l'obligation d'informer la personne des motifs de non-action sur sa demande (art. 12.4).
P17.05,17.1,The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,recoupement_partiel,Recourir à l'anonymisation ou à la destruction pour répondre aux demandes de désindexation met en œuvre le droit à l'effacement de l'art. 17.1.
P18.01,15.3,"The controller shall provide a copy of the personal data undergoing processing. For any further copies requested by the data subject, the controller may charge a reasonable fee based on administrative costs. Where the data subject makes the request by electronic means, and unless otherwise requested by the data subject, the information shall be provided in a commonly used electronic form.",recoupement_partiel,Disposer d'un processus permettant à la personne de demander une copie de ses RP correspond à l'obligation de fournir une copie des données faisant l'objet du traitement (art. 15.3).
P18.02,15.3,"The controller shall provide a copy of the personal data undergoing processing. For any further copies requested by the data subject, the controller may charge a reasonable fee based on administrative costs. Where the data subject makes the request by electronic means, and unless otherwise requested by the data subject, the information shall be provided in a commonly used electronic form.",recoupement_partiel,"Communiquer les RP dans un format technologique structuré et couramment utilisé correspond à la fourniture d'une copie des données, le cas échéant sous forme électronique d'usage courant (art. 15.3)."
P18.03,12.3,"The controller shall provide information on action taken on a request under Articles 15 to 22 to the data subject without undue delay and in any event within one month of receipt of the request. That period may be extended by two further months where necessary, taking into account the complexity and number of the requests. The controller shall inform the data subject of any such extension within one month of receipt of the request, together with the reasons for the delay. Where the data subject makes the request by electronic form means, the information shall be provided by electronic means where possible, unless otherwise requested by the data subject.",recoupement_partiel,"Former les responsables à répondre aux demandes de portabilité de manière sécuritaire et dans un délai raisonnable correspond à l'obligation de donner suite sans retard indu, dans le délai prescrit (art. 12.3)."
